flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
14,0,14,14,0,0,0,14,`e,bk_peripheral.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
56,44,12,12,0,44,0,56,`38,lcd_panel_devices.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1325,0,1325,1270,55,0,0,1325,`52d,lcd_st7701s_ly.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1586,0,1586,1534,52,0,0,1586,`632,lcd_st7701s.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1503,0,1503,1450,53,0,0,1503,`5df,lcd_st7701sn.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1496,0,1496,1446,50,0,0,1496,`5d8,lcd_aml01.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
4966,0,4966,4898,68,0,0,4966,`1366,lcd_nt35510_mcu.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
681,1,680,424,256,1,0,681,`2a9,lcd_st7796s.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
180,24,156,156,0,24,0,180,`b4,dvp_sensor_devices.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1083,1,1083,424,659,0,1,1084,`43c,dvp_gc0308.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
2004,1,2004,934,1070,0,1,2005,`7d5,dvp_gc0328c.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
3141,1,3141,1052,2089,0,1,3142,`c46,dvp_gc2145.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
2885,1,2885,478,2407,0,1,2886,`b46,dvp_hm1055.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1217,1,1217,446,771,0,1,1218,`4c2,dvp_ov2640.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1054,1,1054,232,822,0,1,1055,`41f,dvp_sc101.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
52,0,52,0,52,0,0,52,`34,lcd_h050iwv.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
51,0,51,0,51,0,0,51,`33,lcd_hx8282.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
52,0,52,0,52,0,0,52,`34,lcd_md0430r.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
52,0,52,0,52,0,0,52,`34,lcd_md0700r.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
51,0,51,0,51,0,0,51,`33,lcd_st7282.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
23449,75,23380,14770,8610,69,6,23455,`5b9f,armino/bk_peripheral/libbk_peripheral.a,armino/bk_peripheral/libbk_peripheral.a
6362,14,6362,5162,1200,0,14,6376,`18e8,bk_dvp.c.obj (ex armino/bk_dvp/libbk_dvp.a),armino/bk_dvp/libbk_dvp.a
230,0,230,230,0,0,0,230,`e6,video_common_driver.c.obj (ex armino/bk_dvp/libbk_dvp.a),armino/bk_dvp/libbk_dvp.a
6592,14,6592,5392,1200,0,14,6606,`19ce,armino/bk_dvp/libbk_dvp.a,armino/bk_dvp/libbk_dvp.a
9124,34,9124,6526,2598,0,34,9158,`23c6,bk_uvc.c.obj (ex armino/bk_uvc/libbk_uvc.a),armino/bk_uvc/libbk_uvc.a
1374,32,1374,1032,342,0,32,1406,`57e,uvc_urb_list.c.obj (ex armino/bk_uvc/libbk_uvc.a),armino/bk_uvc/libbk_uvc.a
654,0,654,536,118,0,0,654,`28e,uvc_stream_list.c.obj (ex armino/bk_uvc/libbk_uvc.a),armino/bk_uvc/libbk_uvc.a
11152,66,11152,8094,3058,0,66,11218,`2bd2,armino/bk_uvc/libbk_uvc.a,armino/bk_uvc/libbk_uvc.a
910,17,910,626,284,0,17,927,`39f,rwble_hl.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
32,4,28,28,0,4,0,32,`20,hci_driver.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
179,0,179,162,17,0,0,179,`b3,kernel_msg.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
440,12,440,318,122,0,12,452,`1c4,timer.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
438,8,438,320,118,0,8,446,`1be,bluetooth_osi_wrapper.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
371,0,371,280,91,0,0,371,`173,common_list.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
241,27,241,196,45,0,27,268,`10c,hci.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1645,24,1645,1564,81,0,24,1669,`685,hci_tl.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
862,48,862,800,62,0,48,910,`38e,h4tl.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
339,4,339,220,119,0,4,343,`157,uart_host_only.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
238,12661,238,238,0,0,12661,12899,`3263,rwip.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
152,28,152,152,0,0,28,180,`b4,rwip_driver.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
2792,2308,2792,2380,412,0,2308,5100,`13ec,app_ble.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
9643,19,9643,7198,2445,0,19,9662,`25be,app_task.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
3378,8,3378,2954,424,0,8,3386,`d3a,gapc_task.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1201,0,1201,1158,43,0,0,1201,`4b1,gapm_init.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
3103,8,3103,2736,367,0,8,3111,`c27,gattc_task.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1167,0,1167,1014,153,0,0,1167,`48f,gapm_addr.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
373,23,373,262,111,0,23,396,`18c,app_ble_init.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
500,20,500,500,0,0,20,520,`208,app_sdp.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
706,864,706,706,0,0,864,1570,`622,prf.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
369,0,369,276,93,0,0,369,`171,comm.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1094,0,1094,1030,64,0,0,1094,`446,comm_task.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
2498,2032,2498,2150,348,0,2032,4530,`11b2,sdp_common.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1406,0,1406,928,478,0,0,1406,`57e,sdp_comm_task.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
32,0,32,32,0,0,0,32,`20,ble_ui.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1822,32,1822,1706,116,0,32,1854,`73e,gapc.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
13292,0,13292,11988,1304,0,0,13292,`33ec,gapc_smp.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
2245,8,2245,2064,181,0,8,2253,`8cd,l2cc_task.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1504,120,1504,1212,292,0,120,1624,`658,gapm.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1634,0,1634,1438,196,0,0,1634,`662,gapm_actv.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
2446,0,2446,2252,194,0,0,2446,`98e,gapm_adv.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1602,0,1602,1596,6,0,0,1602,`642,gapm_scan.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1277,0,1277,1198,79,0,0,1277,`4fd,gapm_smp.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1053,1,1053,242,811,0,1,1054,`41e,gapm_task.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1602,0,1602,1570,32,0,0,1602,`642,attm.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
3048,0,3048,2986,62,0,0,3048,`be8,attm_db.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1664,32,1664,1536,128,0,32,1696,`6a0,gattc.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
724,0,724,724,0,0,0,724,`2d4,gattc_svc.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
322,56,322,194,128,0,56,378,`17a,gattm.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
166,1,166,138,28,0,1,167,`a7,gattm_task.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
234,12,234,234,0,0,12,246,`f6,l2cm.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
96,48,96,96,0,0,48,144,`90,kernel.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
332,36,332,248,84,0,36,368,`170,kernel_event.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
990,0,990,904,86,0,0,990,`3de,kernel_mem.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
870,168,870,750,120,0,168,1038,`40e,kernel_task.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
247,0,247,230,17,0,0,247,`f7,kernel_timer.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
288,24,288,260,28,0,24,312,`138,common_djob.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
721,20,721,684,37,0,20,741,`2e5,common_time.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
1283,6,1277,1218,59,6,0,1283,`503,common_utils.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
380,12,380,380,0,0,12,392,`188,ble_aes.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
134,0,134,134,0,0,0,134,`86,ble_aes_c1.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
484,0,484,452,32,0,0,484,`1e4,ble_aes_cmac.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
96,0,96,96,0,0,0,96,`60,ble_aes_f4.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
355,0,355,334,21,0,0,355,`163,ble_aes_f5.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
168,0,168,168,0,0,0,168,`a8,ble_aes_f6.c.obj (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/t5_os/ap/components/bk_libs/bk7258_ap/libs/libbluetooth_host_ble_ap.a
